thread_id,opening_text,created_at,n_turns,dt,month
118105,Left my @115858 Watch charger in my hotel room!!! #SoMadWithMyself,Thu Nov 23 21:32:55 +0000 2017,2,2017-11-23 21:32:55+00:00,2017-11
118108,"Overnight my messages in my iPhones be have changed and are not recognising my contacts?? What’s going on 🤬 @AppleSupport @115858 Please advise, this is ridiculous the amount of issues happening!",Thu Nov 23 21:29:05 +0000 2017,4,2017-11-23 21:29:05+00:00,2017-11
118113,@115858 @AppleSupport I have to be honest. I don’t appreciate all the glitches in my phone to bait me into buying another. It’s NOT happening,Thu Nov 23 01:34:04 +0000 2017,4,2017-11-23 01:34:04+00:00,2017-11
118117,"@115858 iOS 11 is messed up, now my phone is freezing so much",Thu Nov 23 17:34:17 +0000 2017,4,2017-11-23 17:34:17+00:00,2017-11
118119,@AppleSupport I'm desperate. my grandkid just turned on voiceover with the internet  off. I tried rebooting and now it wants my passcode but won't let me  enter it. How do I get access to my ipad again.,Thu Nov 23 21:36:44 +0000 2017,2,2017-11-23 21:36:44+00:00,2017-11
118121,"Today I give thanks for Pages having an autosave function for unsaved documents. 

Oh, wait, no ... no I don't. 

(hi, @AppleSupport ) https://t.co/sYH8aj7vKW",Thu Nov 23 21:29:50 +0000 2017,2,2017-11-23 21:29:50+00:00,2017-11
118128,why can i not update if i have enough storage? @115858 https://t.co/qPS2v9p0Li,Thu Nov 23 21:28:45 +0000 2017,2,2017-11-23 21:28:45+00:00,2017-11
119450,"@AppleSupport: New #iPhoneX. iOS 11.1.2 update. Phone app literally will not open. Cannot access call history, my voicemail or make a call. #WTF",Thu Nov 23 22:43:08 +0000 2017,2,2017-11-23 22:43:08+00:00,2017-11
119453,Why the hell does Apple provide regular corded earphones with the iPhone 8 when they can’t be used unless I buy a connecter? So annoying! 😤 @AppleSupport,Thu Nov 23 22:39:59 +0000 2017,5,2017-11-23 22:39:59+00:00,2017-11
119461,Not surprised 11.1.2 is full of bugs @116333 @115858 @AppleSupport my iPhone 8 crashed twice this week  already. Steve would not approve at the loss of “thoughtfulness” and “quality” in your Software coding and QA testing Tim. Apple has fallen VERY far on your watch.,Thu Nov 23 22:41:27 +0000 2017,8,2017-11-23 22:41:27+00:00,2017-11
119470,@AppleSupport I didn’t realize that by upgrading from my iPhone 6 to the new iPhone X I was loosing Bluetooth.  Any idea when I can return to life as I know it?,Thu Nov 23 22:44:22 +0000 2017,2,2017-11-23 22:44:22+00:00,2017-11
119479,@AppleSupport I keep getting this error message for about half the songs I try to play on @115948 what do I do? Thanks! https://t.co/MPGLNlA72u,Thu Nov 23 22:22:42 +0000 2017,8,2017-11-23 22:22:42+00:00,2017-11
119483,@AppleSupport can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,Wed Nov 22 15:45:16 +0000 2017,4,2017-11-22 15:45:16+00:00,2017-11
119488,"So is Logic Pro X not supported by macOS High Sierra? @115858 @AppleSupport  ?
Is that why the software isn’t working?",Thu Nov 23 22:34:20 +0000 2017,5,2017-11-23 22:34:20+00:00,2017-11
119492,"Yes, I’m looking for my playlists. What happened to them? @118936 @AppleSupport @115948 @118721 #iTunes #Apple https://t.co/lB3mfRYPyT",Thu Nov 23 17:18:01 +0000 2017,4,2017-11-23 17:18:01+00:00,2017-11
119495,@AppleSupport My iPhone 6s control center has started to look like this https://t.co/npPW9e76k9,Thu Nov 23 22:34:49 +0000 2017,8,2017-11-23 22:34:49+00:00,2017-11
119503,"@115858 Two step verification with phone number I don't have anymore, this is very dangerous as I now have no way of using my phone to contact anyone! HELP!",Thu Nov 23 22:20:43 +0000 2017,2,2017-11-23 22:20:43+00:00,2017-11
119505,@AppleSupport Any idea when the #AirPower will be released?? @115858 #Apple,Thu Nov 23 22:21:42 +0000 2017,2,2017-11-23 22:21:42+00:00,2017-11
119509,When your phone vibrates like crazy thinking your loved with messages...nope just a dodgy charger 🤦‍♂️ #iphoneproblems @115858,Thu Nov 23 22:19:32 +0000 2017,4,2017-11-23 22:19:32+00:00,2017-11
119512,@AppleSupport Hey I'm having trouble with a defective iPhone. It's impossible to pick up signal with this phone. Can you please help me? Thanks!,Thu Nov 23 22:21:26 +0000 2017,6,2017-11-23 22:21:26+00:00,2017-11
119518,@AppleSupport if you accidentally text a number that you've blocked will that message be received by them?,Thu Nov 23 22:22:18 +0000 2017,2,2017-11-23 22:22:18+00:00,2017-11
119522,Why the website doesn’t work?! @115858 @AppleSupport,Thu Nov 23 22:23:46 +0000 2017,3,2017-11-23 22:23:46+00:00,2017-11
119524,@AppleSupport is the Animal Crossing game on the Mac App Store?,Thu Nov 23 22:19:23 +0000 2017,2,2017-11-23 22:19:23+00:00,2017-11
119526,"@AppleSupport ""we're here to provide tips, tricks and helpful information"" ok so can you help me then?",Thu Nov 23 22:16:49 +0000 2017,2,2017-11-23 22:16:49+00:00,2017-11
119529,Thank you @AppleSupport for supporting me with #Notes,Thu Nov 23 22:25:15 +0000 2017,2,2017-11-23 22:25:15+00:00,2017-11
119531,"@AppleSupport hi can you please help me? my iphone 7 keeps freezing, it has happened like 5 times today and I have to restart my phone every time that that happens bc my screen doesn’t react",Thu Nov 23 22:23:03 +0000 2017,2,2017-11-23 22:23:03+00:00,2017-11
119534,Have to say I’m unfortunately falling out of love with my @115858  IPhone this draining of the battery since the ISO update is wearing thin @AppleSupport #bloodyupdate I’m sure updates are supposed to enhance not hinder,Thu Nov 23 22:14:20 +0000 2017,4,2017-11-23 22:14:20+00:00,2017-11
119538,@115858 the Basingstoke store has the most useless and unhelpful bunch of staff I have ever met. Turning me down and refusing to help me with a manufacturing fault of my phone. Expect me to sort out my own phone or fob me off to the network I brought it from.,Thu Nov 23 22:20:15 +0000 2017,2,2017-11-23 22:20:15+00:00,2017-11
119540,I got a brand new iPhone yesterday and I’m having the same problems that I had with the old one....@115858,Thu Nov 23 21:33:22 +0000 2017,2,2017-11-23 21:33:22+00:00,2017-11
120620,@AppleSupport I can not close apps while on my iphoneX (during an active call),Thu Nov 23 23:23:39 +0000 2017,8,2017-11-23 23:23:39+00:00,2017-11
120632,My phone restarted 3 times it was on 50% then 100% &amp; now its stuck on 1% I kept it on the charger for 4 hours &amp; its still 1% @AppleSupport,Thu Nov 23 23:09:25 +0000 2017,6,2017-11-23 23:09:25+00:00,2017-11
120635,"Message in a bottle to Apple:  My Ibooks have ceased to download- they freeze and then cancel themselves. I have tried everything: googled forums, emailed the pretended help lines- no answer. Is there no hope? What is a fat mortal to do?",Thu Nov 23 21:48:02 +0000 2017,3,2017-11-23 21:48:02+00:00,2017-11
120642,"@AppleSupport UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated. https://t.co/6oDcXJrdpf",Thu Nov 23 23:04:59 +0000 2017,2,2017-11-23 23:04:59+00:00,2017-11
120646,@AppleSupport my Shake to Undo feature seems to have deactivated itself. What’s going on please? I’m on the latest public release software.,Thu Nov 23 23:18:04 +0000 2017,2,2017-11-23 23:18:04+00:00,2017-11
120648,@AppleSupport I need to phone support in reference to a serial number for my MacBook right now. Please provide me a number to call.,Thu Nov 23 23:11:34 +0000 2017,2,2017-11-23 23:11:34+00:00,2017-11
120652,"@AppleSupport My iTunes won’t open. I keep getting this login box popping up, and every time I enter my details correctly, it just pops straight back up? Now my MacBook Pro won’t shut down and there is no option to force quit iTunes? https://t.co/REIlLtDt3B",Thu Nov 23 22:44:04 +0000 2017,2,2017-11-23 22:44:04+00:00,2017-11
120654,@AppleSupport downloaded 11.1.2 yesterday. Major keyboard issues! Letters unresponsive with first and even second tap! Poor autocorrect and super sensitive press touch on keyboard as well.,Thu Nov 23 23:06:22 +0000 2017,2,2017-11-23 23:06:22+00:00,2017-11
120658,@116333  don't just earn money by selling high price mobiles. Battery backup is very worst for iPhone X. For INR 102000 worth mobile doesn't even give half a day battery. Are you kidding me ? Just return my money back. 15000 worth mobile gives better battery backup,Thu Nov 23 23:03:43 +0000 2017,8,2017-11-23 23:03:43+00:00,2017-11
120669,"@AppleSupport Can we please stop this shite where clicking the WiFi button in the control centre doesn’t turn it off? 
Let me choose when I want it to come back!",Thu Nov 23 22:57:04 +0000 2017,3,2017-11-23 22:57:04+00:00,2017-11
120672,Anyone else's media keys stopped working since updating to #HighSierra? @115858 pls,Thu Nov 23 22:49:45 +0000 2017,5,2017-11-23 22:49:45+00:00,2017-11
120676,@AppleSupport My phone’s battery is dying all thanks to the recent iOS 11 update! It drains out even when I keep my WiFi switched off!!!!,Thu Nov 23 22:56:42 +0000 2017,2,2017-11-23 22:56:42+00:00,2017-11
120678,QUÉ HAGO PARA RECUPERAR ESTA NOTA DE VOZ??? @AppleSupport @115858 https://t.co/raF7lwp4IE,Thu Nov 23 22:52:17 +0000 2017,2,2017-11-23 22:52:17+00:00,2017-11
120681,"And of course my Apple Watch had to screw up on Strava again. I don’t know if it was Strava or Apple Watch’s fault but it needs to be fixed. And no it wasn’t user error, I did the same thing I usually do 😂 @6716 @AppleSupport @115858 work this out please 😩",Thu Nov 23 22:49:41 +0000 2017,2,2017-11-23 22:49:41+00:00,2017-11
120683,"My Apple Watch is still not connecting to Wi-Fi. Did everything: forgetting &amp; reconnecting iPhone Wi-Fi, shutting-off devices &amp; Bluetooth, repairing... Wi-Fi network is 2,4Ghz and 11b/g/n. Called French @AppleSupport. They were so lost I decided to get another coffee ☕️. Help?",Thu Nov 23 22:49:56 +0000 2017,2,2017-11-23 22:49:56+00:00,2017-11
120685,@AppleSupport you guys have racists working for you in NC https://t.co/lq8uAJoR8F you should maybe talk to dave nelson from summerfield.,Thu Nov 23 22:47:50 +0000 2017,2,2017-11-23 22:47:50+00:00,2017-11
121507,This is really annoying please fix it @AppleSupport @115858 #iMovie #applesupport https://t.co/9Y98BdQvpo,Thu Nov 23 23:47:56 +0000 2017,4,2017-11-23 23:47:56+00:00,2017-11
121511,Essa merda de atualização tá gastando minha bateria mt rápido,Thu Nov 23 23:47:56 +0000 2017,3,2017-11-23 23:47:56+00:00,2017-11
121514,"Sorry @115858 @AppleSupport I've had enough! 
Been trying to get my Mac to produce a very simple movie using iMovie... keeps crashing. Helpdesk suggested I update to High Sierra... did so and it took over an hour. Same problem but now my machine seems unstable! 
Game over! YouSuck",Thu Nov 23 23:42:12 +0000 2017,5,2017-11-23 23:42:12+00:00,2017-11
121518,"Dear @115858 I used to have an IPhone, but after IOS 11 update now I have a SlowPhone 👌🏻@AppleSupport wont help much",Thu Nov 23 23:42:03 +0000 2017,2,2017-11-23 23:42:03+00:00,2017-11
121526,Anyone else's phone possessed by demons after the most recent IOS update? My phone will call/text/facetime/open apps/fav tweets and react to texts without me even touching the screen! @AppleSupport help me out!,Thu Nov 23 23:27:53 +0000 2017,8,2017-11-23 23:27:53+00:00,2017-11
121531,@AppleSupport My laptop’s doing this again https://t.co/xfXChypqAy,Thu Nov 23 23:08:53 +0000 2017,4,2017-11-23 23:08:53+00:00,2017-11
121538,@AppleSupport my wifi keeps disconnecting I have on iPhone 7 and I’m also running the latest Software ios 11.1.2 help,Thu Nov 23 23:40:07 +0000 2017,2,2017-11-23 23:40:07+00:00,2017-11
121541,@AppleSupport if I sell an apple product can the AppleCare+ be passed over to the buyer?,Thu Nov 23 23:37:12 +0000 2017,3,2017-11-23 23:37:12+00:00,2017-11
121544,"@AppleSupport I upgraded to iPhone8 from 6s, and am wondering if I could find out how many old (6s) backups I still have on iCloud. Are backups identified by device?",Thu Nov 23 23:29:40 +0000 2017,4,2017-11-23 23:29:40+00:00,2017-11
121547,Hey @AppleSupport any chance my iPhone X will ever leave Asia? Has gone back and forth between China and Korea three times now.,Thu Nov 23 23:42:55 +0000 2017,2,2017-11-23 23:42:55+00:00,2017-11
121549,@AppleSupport  30 minutos y no abre la pagina!,Thu Nov 23 23:34:36 +0000 2017,2,2017-11-23 23:34:36+00:00,2017-11
121552,"Estoy teniendo demasiados problemas con la nueva actualización del iOS 11.1.2 de @115858 , es extremadamente mala esta actualización @AppleSupport necesito solución 😡",Thu Nov 23 23:35:41 +0000 2017,8,2017-11-23 23:35:41+00:00,2017-11
121561,@AppleSupport I bought one of those chargers that are like 2 ft long a couple months ago and the cable is already ruined,Thu Nov 23 23:22:19 +0000 2017,2,2017-11-23 23:22:19+00:00,2017-11
121563,"@AppleSupport hi, could you explain what’s happening to my ipad? and how do i fix this issue? thankyou. https://t.co/Jqny28glGm",Thu Nov 23 23:33:52 +0000 2017,2,2017-11-23 23:33:52+00:00,2017-11
121565,"@AppleSupport Hey I found a glitch with the control center, can you help me with that? iOS 11.1.1",Thu Nov 23 23:30:07 +0000 2017,2,2017-11-23 23:30:07+00:00,2017-11
121567,Beyoncé’s posts make my phone freeze. Fix it @115858,Thu Nov 23 23:26:33 +0000 2017,2,2017-11-23 23:26:33+00:00,2017-11
121569,Okay @115858. First it was the stupid A symbol everytime I type “I”. Now it’s this for “ I.T “ .... WTF IS I.T ???????????? U ABOUT TO MAKE ME SWITCH TO @122609 WITH THESE DUMBASS GLITCHES,Thu Nov 23 23:17:07 +0000 2017,2,2017-11-23 23:17:07+00:00,2017-11
121571,@AppleSupport please why does my phone ask for my Apple ID almost every time I want to open an app and then crash,Thu Nov 23 23:18:36 +0000 2017,2,2017-11-23 23:18:36+00:00,2017-11
122300,I high key think that @115858 somehow bricked every iPhone 6 in my house? 2 iPhone 6s left over cause I upgraded. Were working totally fine. Now they won’t turn on? Won’t even work with a hard restart? Gonna tell me that 2 phones just went died.....seems unlikely,Fri Nov 24 00:03:05 +0000 2017,8,2017-11-24 00:03:05+00:00,2017-11
122303,"@AppleSupport, I completed a 3.7 mile walk workout today but didn’t get my Thanksgiving achievement. https://t.co/1CeL6XH6z6",Fri Nov 24 00:20:20 +0000 2017,3,2017-11-24 00:20:20+00:00,2017-11
122311,"@AppleSupport Just noticed, my iTunes backup size grew from 10GB to 50GB while iCloud backup is still 6GB with my new phone. Does iTunes save photos from the phone in high resolution even with iCloud Photo Library enabled? Here it says it doesn’t. https://t.co/iZ6wglsK3O",Thu Nov 23 13:46:25 +0000 2017,8,2017-11-23 13:46:25+00:00,2017-11
122314,"@AppleSupport Hi, i have iPhone 8 plus and its version is 11.1.2 but my problem is I can't use 3G with calling , when i want to call it's 2G",Fri Nov 24 00:13:50 +0000 2017,3,2017-11-24 00:13:50+00:00,2017-11
122316,@115858 why has my low power mode settings disappeared 🧐🤔help!... https://t.co/8Lg6UqkBl3,Fri Nov 24 00:12:48 +0000 2017,2,2017-11-24 00:12:48+00:00,2017-11
122318,@AppleSupport @115858 why isn’t my low power mode working 🤔🧐help?!... https://t.co/AutkdiI4n6,Fri Nov 24 00:17:56 +0000 2017,2,2017-11-24 00:17:56+00:00,2017-11
122320,@AppleSupport I got a message that said my account was locked. I just want to be sure it was sent from Apple.,Fri Nov 24 00:16:58 +0000 2017,2,2017-11-24 00:16:58+00:00,2017-11
122324,"@AppleSupport pls help,my ip7+ freeze all the time after update ios 11.1.2 &amp; the camera is also got blurry,also couldnt open my photo gallery.what happen?",Thu Nov 23 11:10:22 +0000 2017,4,2017-11-23 11:10:22+00:00,2017-11
122327,The iPhone X is so damn buggy that it's not even worth $1000. FaceID only works 50% of the time and iOS 11 is full of accessibility bugs. Really disappointed that Apple is using its customers to beta test their product and software for them when they have internal testing teams.,Fri Nov 17 04:03:41 +0000 2017,3,2017-11-17 04:03:41+00:00,2017-11
122329,"@115858 @AppleSupport after upgrading to the latest #iOS 11.1.2 on my iPad, going back the home screen by finger swiping up isn’t working and screen tilting orientation change isn’t yet sensitive as before in release 10. Work a little bit please #apple #ios #ipad",Fri Nov 24 00:09:21 +0000 2017,2,2017-11-24 00:09:21+00:00,2017-11
122331,"@AppleSupport iOS 11.1.2 on iPhone6: battery still drains suddenly (40% to 9% in 5 mins), even the low power mode warning is skipped and it switches off. Was fine with 11.0.x. Are you aware of this?",Thu Nov 23 23:59:45 +0000 2017,2,2017-11-23 23:59:45+00:00,2017-11
122333,@AppleSupport what’s up with this stupid symbol?  Why do i even have I️t?!?!?!? https://t.co/eCrx6bN04G,Fri Nov 24 00:03:05 +0000 2017,2,2017-11-24 00:03:05+00:00,2017-11
122335,"love my iphone but legit about to fxckn switch phones! update after update and my phone keeps getting more and more crappy! get it together @115858 people pay a lot of money, this should not be happening smfh",Thu Nov 23 23:55:38 +0000 2017,2,2017-11-23 23:55:38+00:00,2017-11
122337,dear @AppleSupport my devices and computer get slower and slower with every update. might want to look into that. not to be rude,Thu Nov 23 23:57:05 +0000 2017,2,2017-11-23 23:57:05+00:00,2017-11
122339,wondering why tf there’s a green line on my new iphoneX screen @AppleSupport ?,Thu Nov 23 23:58:51 +0000 2017,2,2017-11-23 23:58:51+00:00,2017-11
122341,@AppleSupport I’m having trouble accessing your website to purchase something. Any chance you know when it’ll be available again?,Thu Nov 23 23:58:20 +0000 2017,2,2017-11-23 23:58:20+00:00,2017-11
122344,Hi @AppleSupport I’m having an issue with the dictation on my Apple Watch as suddenly tooked the EN voice recognition instead of the ES I have configured on the phone and on the app on the phone I’m trying to use. Any idea?,Thu Nov 23 23:40:52 +0000 2017,3,2017-11-23 23:40:52+00:00,2017-11
122347,Pretty sad that for some reason I did not get my 5k achievement when I clearly completed my run. #AppleWatch #Apple #activity #TurkeyTrot #5k #AppleSupport #AppleNews #AppleEvent @115858 @143288 @6934 @6935 https://t.co/PLDXFSN5h0,Thu Nov 23 23:46:59 +0000 2017,2,2017-11-23 23:46:59+00:00,2017-11
122349,"Hi @AppleSupport I have some problems with my iPhone X order and shippingCan u help me?",Thu Nov 23 23:48:01 +0000 2017,2,2017-11-23 23:48:01+00:00,2017-11
123056,@AppleSupport what is this? https://t.co/gVOWWXqaVA,Fri Nov 24 00:42:04 +0000 2017,2,2017-11-24 00:42:04+00:00,2017-11
123061,@AppleSupport New Iphone X touch screen not working. Touch is recognized even without any press. Restarting did not help. Worst experience ever. Transitioning form Android to iOS,Mon Nov 13 01:46:06 +0000 2017,5,2017-11-13 01:46:06+00:00,2017-11
123064,all my photos and videos from all my concerts got deleted off icloud drive but the pictures of me and someone i don’t associate myself w anymore are still on there 🤔 @AppleSupport fix this b,Fri Nov 24 00:47:24 +0000 2017,2,2017-11-24 00:47:24+00:00,2017-11
123070,@115858 I am so tired of this update Siri sounds deaf and doesn’t even work my keyboard is broken apps keep cashing my texts come later than should the phone won’t connect to WiFi when everyone else can my camera is slow to load I get notifications for things that don’t exist HELP,Fri Nov 24 00:36:26 +0000 2017,5,2017-11-24 00:36:26+00:00,2017-11
123072,@118721 why does all my music from download cards from the records I️ buy disappear from my iTunes after a couple months!?  @6964 swan city vultures @143487 southeastern @6965 ultra mega ok...gone.  That’s some #shadymoneygrubbingbullshit @115858.,Fri Nov 24 00:48:43 +0000 2017,2,2017-11-24 00:48:43+00:00,2017-11
123075,Worked fine 2 houers ago @AppleSupport https://t.co/flOS2aDP0O,Fri Nov 24 00:44:10 +0000 2017,3,2017-11-24 00:44:10+00:00,2017-11
123082,"@AppleSupport the latest iOS update is making it that when we FaceTime, both ends have stretched videos.. makes u look like a cone head. Any suggestions on what we should try, or do we have to wait for another bug fix from u guys ? #MoreIOSissues #help",Thu Nov 16 16:38:58 +0000 2017,6,2017-11-16 16:38:58+00:00,2017-11
123090,@AppleSupport Is there something I need to do to get my mail on Mac (High Sierra) to synch with mail on iPad Pro/iPhone running latest 11 software?,Wed Nov 22 02:11:36 +0000 2017,8,2017-11-22 02:11:36+00:00,2017-11
123099,"@AppleSupport I got a new iPhone X and did a restore of backup from previous iPhone.

Text replacements did not come with the restore and have not synced to new iPhone X.

Is there a way get them to sync? (I have them on iPad and iMac)",Fri Nov 17 21:05:55 +0000 2017,8,2017-11-17 21:05:55+00:00,2017-11
123101,@AppleSupport @115858 any reason why debit card is being declined after being asked to update when updating apps. Via that path it declines. Via logging in to account proper via website it returns ‘unknown error’. I do have a newly issued card but works everywhere else.,Fri Nov 24 00:32:09 +0000 2017,2,2017-11-24 00:32:09+00:00,2017-11
123104,How do I️ fix the “I” shit on my phone? 🙄 @AppleSupport,Fri Nov 24 00:35:15 +0000 2017,3,2017-11-24 00:35:15+00:00,2017-11
123107,@AppleSupport iPhone 8 is basically frozen and won’t reset using the lock button. What should I do?,Fri Nov 24 00:23:22 +0000 2017,3,2017-11-24 00:23:22+00:00,2017-11
123109,Ok @AppleSupport I’m sick of this “I️” situation FIX IT! NOW,Fri Nov 24 00:29:24 +0000 2017,2,2017-11-24 00:29:24+00:00,2017-11
123112,Hey @115948 @AppleSupport my Apple Music won’t let me add songs anymore that are out. Wassup with that?? Hit up my messages plz,Fri Nov 24 00:23:44 +0000 2017,5,2017-11-24 00:23:44+00:00,2017-11
123116,@AppleSupport the wall plug thingy I purchased from you a few months ago is broken (the divider piece inside the slot). Do you fix/replace?,Fri Nov 24 00:26:37 +0000 2017,2,2017-11-24 00:26:37+00:00,2017-11
123119,"Spent almost two hours on a chat with you guys, got transferred and a “Senior advisor” ended the chat on me after one message lol what a joke nothing resolved @AppleSupport",Fri Nov 24 00:23:08 +0000 2017,3,2017-11-24 00:23:08+00:00,2017-11
123124,Hey @123765 and @115858 why is Twitter app unusable on iOS without losing my podcast/music I’m alreaDy listening to? This only started today and it’s way annoying.,Fri Nov 24 00:24:02 +0000 2017,4,2017-11-24 00:24:02+00:00,2017-11
123685,"@AppleSupport I use 2 iphone's 7+ as my phone &amp; a 6+ as backup as a Photographer.As a rule I NEVER update my IOS Never,last night put my 6+ on charge and it updated on its own,now I cant use it anymore as soon as I press the home button it goes to a white screen &amp; back here again https://t.co/CDhXDbCc41",Fri Nov 24 01:20:49 +0000 2017,2,2017-11-24 01:20:49+00:00,2017-11
123688,Can I really not just use a song on my phone as a ringtone? @AppleSupport,Fri Nov 24 01:19:15 +0000 2017,3,2017-11-24 01:19:15+00:00,2017-11
123693,@AppleSupport ? https://t.co/9WtVenJNtM,Fri Nov 24 01:16:10 +0000 2017,5,2017-11-24 01:16:10+00:00,2017-11
123700,@AppleSupport my Apple Music isn’t working every time I try to open the app it turns to a black screen,Thu Nov 23 16:26:53 +0000 2017,5,2017-11-23 16:26:53+00:00,2017-11
123702,1 semaine et mon iPhone tombe vraiment en ruine... il ne vibre pas et ne sonne pas. Merci @AppleSupport de faire des mises à jours pour l’iPhone X mais occupez vous des autres aussi,Fri Nov 24 01:09:27 +0000 2017,2,2017-11-24 01:09:27+00:00,2017-11
123707,I'm always traveling so it isn't easy to find an @115858 store. The u burn me when I charge my phone and it says @124871,Fri Nov 24 01:04:17 +0000 2017,5,2017-11-24 01:04:17+00:00,2017-11
123709,Apple really screwed up with this update. The problem when you put I️. My phones constantly freezing and crashing shit sucks. @AppleSupport,Fri Nov 24 01:09:40 +0000 2017,2,2017-11-24 01:09:40+00:00,2017-11
123713,Not sure what u have done with the latest update.                              Seriously my iPhone 7 plus is performing like a cheap android phone after the update. @115858 @AppleSupport,Wed Nov 22 04:18:24 +0000 2017,3,2017-11-22 04:18:24+00:00,2017-11
123716,@115858 please fix the i️ bs pls,Fri Nov 24 01:06:29 +0000 2017,2,2017-11-24 01:06:29+00:00,2017-11
123718,@118721 @AppleSupport i bought a song from Little Mix new album but when I go to my library is not even there like I didn’t buy it ?? And also on iTunes is said that I bought a song.  what do i do to get the song i paid for? Or at least give me my money back 🙄🙄 https://t.co/9UDcPv1sKI,Fri Nov 24 01:05:33 +0000 2017,2,2017-11-24 01:05:33+00:00,2017-11
123723,@AppleSupport hey! how can I update my iphone using cellular data?,Fri Nov 24 00:54:04 +0000 2017,5,2017-11-24 00:54:04+00:00,2017-11
123725,Wow. I am not about to keep playing with @115858. Run me my new phone🗣 cuz y'all still won't let me update after I tried all the troubleshooting steps yall sent me.,Fri Nov 24 00:54:31 +0000 2017,2,2017-11-24 00:54:31+00:00,2017-11
123728,"@AppleSupport if i buy the WiFi only iPad, can i later add the cellular package to it?",Fri Nov 24 00:56:50 +0000 2017,3,2017-11-24 00:56:50+00:00,2017-11
123730,I have a loving/hate relationship with my iphone 7. It’s not even 1 year old and the fucking battery sucks. I love iphones but i hate their battery jfc do something @115858,Fri Nov 24 00:40:08 +0000 2017,2,2017-11-24 00:40:08+00:00,2017-11
124410,Why the HELL does my MacBook NEVER connect to my good ass internet please help me @115858,Thu Nov 23 14:07:26 +0000 2017,8,2017-11-23 14:07:26+00:00,2017-11
124412,"@AppleSupport I’ve been having problems with my SE since last month with 10.3.3. It uses a lot of RAM when connected to Wi-Fi and sometimes with LTE data. I go to Calendar and it says NO EVENTS for 1 second, and in the Music app I get lag when I first enter and slide down or up.",Fri Nov 24 01:40:23 +0000 2017,2,2017-11-24 01:40:23+00:00,2017-11
124415,"When your IPhone charger breaks, starts leaking blue stuff and your phone is on 5% 🙃🙃🙃 @AppleSupport",Fri Nov 24 01:28:51 +0000 2017,2,2017-11-24 01:28:51+00:00,2017-11
124417,"@AppleSupport hi my iPhone 6S running iOS 11.2 can't send and receieve iMessages or send and receive Facetime calls? I've tried restarting my phone, logging in and out of iMessage, and resetting my network settings but none of that worked...",Fri Nov 24 01:35:24 +0000 2017,2,2017-11-24 01:35:24+00:00,2017-11
124419,what the fuck @115858 why the fuck did i have to do a restore on my phone just to get it to accept a charge and now ive lost so much important shit,Fri Nov 24 01:30:50 +0000 2017,2,2017-11-24 01:30:50+00:00,2017-11
124421,Thanks apple for your latest updates I can’t open my music app @AppleSupport @115948,Fri Nov 24 01:24:55 +0000 2017,2,2017-11-24 01:24:55+00:00,2017-11
124426,Updated to iOS 11.1.2 and now i have no sound 👍🏼 @115858 #sickupdatedudes,Thu Nov 23 16:31:36 +0000 2017,4,2017-11-23 16:31:36+00:00,2017-11
124435,WTF @115858?!? Why are icons #blurry?? #iphone #iPhone7Plus #1stworldproblems https://t.co/feUbHb1m4k,Fri Nov 10 18:52:34 +0000 2017,9,2017-11-10 18:52:34+00:00,2017-11
124440,Why the fuck my phone trippin @AppleSupport,Fri Nov 24 01:28:02 +0000 2017,2,2017-11-24 01:28:02+00:00,2017-11
125007,Move someone this holiday with the gift of music https://t.co/nOl8vvhCGC https://t.co/GeBgpFjRgT,Sat Nov 18 00:36:57 +0000 2017,3,2017-11-18 00:36:57+00:00,2017-11
125009,"@AppleSupport mate, I lost a song that I buy, I don't know how it happen, can I get it back?",Fri Nov 24 02:15:50 +0000 2017,2,2017-11-24 02:15:50+00:00,2017-11
125011,"I feel like we never used to see this from @115858. Could be just me, but watch how janky the transition is from an arrow to a straight line https://t.co/EjauiryzvH",Fri Nov 24 02:19:46 +0000 2017,2,2017-11-24 02:19:46+00:00,2017-11
125013,Machine Gun Kelly - Fuck Life ( News Songs 2017 ) https://t.co/gDKLuDgVia via @126972 @5515. Where is this song at? I can’t find it on @115858 music???? Thanks!!!,Fri Nov 24 02:15:05 +0000 2017,2,2017-11-24 02:15:05+00:00,2017-11
125015,"@115858 is so terrible, I have contacted them about a Apple Watch that got so hot it burnt my arm.... sent them everything they needed. Said hey would get back to me in 24 hrs....that was Sunday....... if it’s a safety issue you would think they would handle this a lil better",Fri Nov 24 02:11:26 +0000 2017,2,2017-11-24 02:11:26+00:00,2017-11
125017,"God damn it, @115858 
Updated my phone and now my battery life is GONE. Please stop having ur phones bug to update when it ruins the phone. 😡",Fri Nov 24 02:14:43 +0000 2017,2,2017-11-24 02:14:43+00:00,2017-11
125020,"@AppleSupport hi there, I sent an iTunes gift for my friend. This morning he lost it with no reason and can’t find it anywhere. Please help.",Fri Nov 24 02:12:58 +0000 2017,4,2017-11-24 02:12:58+00:00,2017-11
