thread_id,opening_text,created_at,n_turns,dt,month
586994,"Chciałem zgłosić @115858, że od #HT201222 (https://t.co/npgneGj0Pq) część aplikacji na #MacOS zmieniła ikonę na domyślną. Wchodzę na https://t.co/PCve4VUwAy a tam niespodziałnka: Http/1.1 Service Unavailable 🤔 Na szczęście ctrl+cmd+space działa! 🥟 @258633 https://t.co/WrUsSxbRTg",Sun Dec 03 12:09:24 +0000 2017,3,2017-12-03 12:09:24+00:00,2017-12
463949,"Hey @AppleSupport and #iPhone what is up with the battery life of older phones after updating? 

#iwantmybatterylifeback",Fri Dec 01 03:16:49 +0000 2017,2,2017-12-01 03:16:49+00:00,2017-12
594666,@AppleSupport since upgrading my iPhone 6 to iOS 11 GPS doesn’t work at all on any of my navigation apps.it was fine before updating. Why haven’t any of the subsequent updates addressed this?,Sun Dec 03 17:30:42 +0000 2017,2,2017-12-03 17:30:42+00:00,2017-12
545326,"Wartezeit beim @AppleSupport mit Care: (Fast) Keine.

Wartezeit nach Care bzw. Verweigerung von zusätzlichen 29€: Nimm dir heute mal besser nix mehr vor.",Sat Dec 02 12:20:21 +0000 2017,2,2017-12-02 12:20:21+00:00,2017-12
488067,@AppleSupport So is there really no way to turn off auto screen brightness now? Mine keeps changing when it isn’t in sunlight and I can’t see my GPS anymore. Not very safe to have to manually adjust repeatedly while driving.,Fri Dec 01 13:30:43 +0000 2017,4,2017-12-01 13:30:43+00:00,2017-12
554921,Since I updated the software of mi iPhone a turtle is faster @115858,Sat Dec 02 17:56:48 +0000 2017,3,2017-12-02 17:56:48+00:00,2017-12
501483,@AppleSupport i've gotten 3 iMessages from 3 different contacts where the message is showing from their email instead of phone number and the convo thread becomes bifurcated. whether i have email in my contact entry for them or not. what gives?,Fri Dec 01 19:21:18 +0000 2017,2,2017-12-01 19:21:18+00:00,2017-12
541121,"@AppleSupport Hi, I’m having the same restarting issues as others. Based in UK, not app specific, less than 2mins, couldn’t even type this without restart. Help please!",Sat Dec 02 06:21:38 +0000 2017,3,2017-12-02 06:21:38+00:00,2017-12
563089,WTF @AppleSupport por qué cojones me acaba de llegar un correo de que se me cobran 10€ para pagar mas espacio de iCloud cuando yo no he autorizado ni he pedido nada de eso????,Sat Dec 02 23:11:35 +0000 2017,2,2017-12-02 23:11:35+00:00,2017-12
506572,@AppleSupport why is my iPhone 7 battery so pants recently?,Fri Dec 01 20:59:09 +0000 2017,4,2017-12-01 20:59:09+00:00,2017-12
537623,"@AppleSupport iOS11 is beyond infuriating. I know you can't be that stupid since you want everyone to upgrade their iPhones, but your iOS hits a new low when I have my iPhone 6 PLUGGED IN all night and wake up to a screen that says that battery is drained, needs to be plugged in.",Sat Dec 02 04:16:25 +0000 2017,2,2017-12-02 04:16:25+00:00,2017-12
595768,Come on @115858 (@AppleSupport). Where is the Queensferry Crossing? It’s only took 6 years to build!@200998 has it! https://t.co/iQewyx5bbK,Sun Dec 03 18:25:46 +0000 2017,3,2017-12-03 18:25:46+00:00,2017-12
546559,"Anyone else’s iPhone battery life fucking shite after iOS11?
Come on @115858 &amp; @AppleSupport - sort this shit out! 🤬",Sat Dec 02 11:05:21 +0000 2017,3,2017-12-02 11:05:21+00:00,2017-12
539959,"I understand y'all came out with the new phone and all but you don't have to bully me into buying it , it's on my Christmas list 💀got my phone breaking down and freezing all over the place @115858",Sat Dec 02 05:30:56 +0000 2017,4,2017-12-02 05:30:56+00:00,2017-12
570935,Is anyone else having issues with the iPhone X constantly shutting down Facetime? @115858 @AppleSupport,Sun Dec 03 03:41:24 +0000 2017,2,2017-12-03 03:41:24+00:00,2017-12
570146,@AppleSupport I sent a DM but haven't heard back would like my issue resolved ASAP,Sun Dec 03 03:09:54 +0000 2017,4,2017-12-03 03:09:54+00:00,2017-12
495175,@AppleSupport Can I downgrade my iPhone 6s to iOS 10.3.3?,Fri Dec 01 17:01:15 +0000 2017,4,2017-12-01 17:01:15+00:00,2017-12
545323,"iPhone gone bonkers this morning, restarting every few minutes. Judging from tweets to @AppleSupport seems to be a widespread problem.",Sat Dec 02 09:08:22 +0000 2017,2,2017-12-02 09:08:22+00:00,2017-12
484470,@AppleSupport Why does my iPhone's Bluetooth turn itself on every day at 5 AM Eastern Time (my time zone)?,Fri Dec 01 10:01:31 +0000 2017,2,2017-12-01 10:01:31+00:00,2017-12
556965,@AppleSupport what is this? https://t.co/q71XY4UEkx,Sat Dec 02 18:34:38 +0000 2017,4,2017-12-02 18:34:38+00:00,2017-12
500030,@AppleSupport I can't access imessage on mac and my ipad it always says it’s an error occurred during activation. please help @AppleSupport,Fri Dec 01 19:11:55 +0000 2017,4,2017-12-01 19:11:55+00:00,2017-12
557733,"Sorry, Mr. @115858 Store employee, I WILL stop and correct you when you refer to something as “retarded” and no, I won’t care if you roll your eyes at me. I think @AppleSupport needs to help train their people a little better.",Sat Dec 02 21:09:48 +0000 2017,2,2017-12-02 21:09:48+00:00,2017-12
